,Fold-change,p-value,%_group,%_rest,chromosome,start,end,p-bh,p-bonferroni
PAGR1,0.9040062,0.21413734206541418,0.22795698924731184,0.25588235294117645,chr16,29816152,29822489,0.981840717599211,1464.9135570694984
ZMYM3,1.0696666,0.6594622248909934,0.13333333333333333,0.11911764705882352,chrX,71239624,71255146,0.981840717599211,4511.381080479286
STARD7,1.0133961,0.4214547169657729,0.5161290322580645,0.5367647058823529,chr2,96184859,96208827,0.981840717599211,2883.1717187628524
IFT20,1.1338717,0.9339604721676225,0.3978494623655914,0.3426470588235294,chr17,28328325,28335489,0.9867140915107302,6389.223590098705
KDM2A,0.99264956,0.5945636103521565,0.16989247311827957,0.16029411764705884,chr11,67119263,67258082,0.981840717599211,4067.409658419103
LDLRAP1,1.1143016,0.6631573743012915,0.11827956989247312,0.10294117647058823,chr1,25543606,25568886,0.981840717599211,4536.659597595135
SMIM19,0.94832283,0.5051543477135368,0.3247311827956989,0.3161764705882353,chr8,42541155,42555195,0.981840717599211,3455.7608927083056
SGO2,1.0929216,0.6514205878640603,0.2129032258064516,0.20147058823529412,chr2,200510008,200584096,0.981840717599211,4456.368241578037
ADK,1.1426167,0.9282797236959232,0.38064516129032255,0.3338235294117647,chr10,74151202,74709963,0.9853159953147882,6350.361589803811
RPL5,0.9963425,0.33830551080011306,1.0,1.0,chr1,92832013,92841924,0.981840717599211,2314.3479993835736
PRKX,1.0124655,0.5664440880540964,0.12688172043010754,0.12058823529411765,chrX,3604340,3713649,0.981840717599211,3875.0440063780734
RAD23B,0.91508245,0.12567131550004784,0.5053763440860215,0.5338235294117647,chr9,107283137,107332192,0.981840717599211,859.7174693358273
RAB3GAP2,1.076478,0.7914687619300806,0.4,0.37058823529411766,chr1,220148293,220272453,0.981840717599211,5414.437800363682
KDELR3,1.1470977,0.5567606275864296,0.14193548387096774,0.13970588235294118,chr22,38468078,38483447,0.981840717599211,3808.7994533187652
NAP1L1,0.98456526,0.2676898228955402,0.9763440860215054,0.9691176470588235,chr12,76036585,76084735,0.981840717599211,1831.2660784283905
FECH,1.1658297,0.8956412255858164,0.3118279569892473,0.26176470588235295,chr18,57544377,57586732,0.9822189202040028,6127.08162423257
CBX3,0.87879443,0.01031325048572589,0.843010752688172,0.8514705882352941,chr7,26201162,26213607,0.981840717599211,70.55294657285081
ZBTB33,1.1591274,0.6952581129874198,0.12903225806451613,0.11176470588235295,chrX,120250752,120258398,0.981840717599211,4756.260750946939
HIKESHI,0.9526473,0.11391568128685736,0.47096774193548385,0.513235294117647,chr11,86302211,86345943,0.981840717599211,779.2971756833912
DDRGK1,0.9721449,0.5361046093314255,0.3311827956989247,0.3235294117647059,chr20,3190350,3204685,0.981840717599211,3667.4916324362816
MIF,1.0228376,0.8427633284155407,0.989247311827957,0.9882352941176471,chr22,23894383,23895227,0.981840717599211,5765.343929690714
ZNF514,0.75334734,0.27873483152404643,0.10967741935483871,0.1264705882352941,chr2,95145000,95165413,0.981840717599211,1906.8249824560016
TBCC,0.7931107,0.25025732011739876,0.13548387096774195,0.15735294117647058,chr6,42744498,42746103,0.981840717599211,1712.010326923125
TSG101,1.0763365,0.7287034036601548,0.3247311827956989,0.3014705882352941,chr11,18468336,18526951,0.981840717599211,4985.059984439119
TMEM267,0.97780794,0.43606285318050764,0.21505376344086022,0.22058823529411764,chr5,43444252,43483893,0.981840717599211,2983.1059786078526
SUCLG1,0.8964929,0.13654842349229512,0.6021505376344086,0.6088235294117647,chr2,84423528,84460045,0.981840717599211,934.127765110791
SEC23A,0.97600883,0.5733419531583249,0.23010752688172043,0.2235294117647059,chr14,39031919,39109646,0.981840717599211,3922.232301556101
TPM1,1.0742155,0.7132335287322968,0.2086021505376344,0.18970588235294117,chr15,63042632,63071915,0.981840717599211,4879.230570057643
NAA50,0.9986026,0.5160036671747741,0.5333333333333333,0.5264705882352941,chr3,113716458,113746300,0.981840717599211,3529.9810871426293
ARHGAP18,1.1784924,0.984847333818912,0.3978494623655914,0.3044117647058823,chr6,129576132,129710177,0.9948656583949473,6737.3406106551765
TRIB2,1.0057025,0.565047686754879,0.11827956989247312,0.11029411764705882,chr2,12716910,12742734,0.981840717599211,3865.4912250901275
GAGE1,1.0469713,0.5733419531583249,0.6,0.575,chrX,49599025,49608536,0.981840717599211,3922.232301556101
HOOK3,0.93677646,0.3250005834050561,0.32903225806451614,0.3411764705882353,chr8,42896946,43030535,0.981840717599211,2223.3289910739886
MRPL4,1.0319537,0.62033430124281,0.6752688172043011,0.663235294117647,chr19,10251901,10260055,0.981840717599211,4243.706954802063
MAPKAPK5,0.94417375,0.3902032520421447,0.23010752688172043,0.23823529411764705,chr12,111842228,111902222,0.981840717599211,2669.380447220312
RETREG3,0.9929707,0.635784279757289,0.18064516129032257,0.1661764705882353,chr17,42579513,42610623,0.981840717599211,4349.400257819614
MAD1L1,0.9376047,0.47960871800143734,0.2537634408602151,0.24705882352941178,chr7,1815793,2233243,0.981840717599211,3281.003239847833
MOSPD3,1.3602253,0.8491754803122169,0.13548387096774195,0.1,chr7,100612102,100615384,0.981840717599211,5809.209460815876
TMEM230,1.0083005,0.6015676956131895,0.3247311827956989,0.31176470588235294,chr20,5068232,5113103,0.981840717599211,4115.324605689829
ATP6V1D,1.0460386,0.7763540252915908,0.23655913978494625,0.2088235294117647,chr14,67294371,67360265,0.981840717599211,5311.037887019773
TMED5,1.0070697,0.7886371177253346,0.4860215053763441,0.4455882352941177,chr1,93149742,93180516,0.981840717599211,5395.066522359014
YBX3,1.0883969,0.9231146886132982,0.6967741935483871,0.6602941176470588,chr12,10699089,10723323,0.9838169847232638,6315.027584803573
TOMM40,0.9870666,0.7304496981827244,0.5204301075268817,0.4852941176470588,chr19,44890569,44903689,0.981840717599211,4997.006385268018
ZNF32,0.9367964,0.3887375796225444,0.15268817204301074,0.16176470588235295,chr10,43643860,43648881,0.981840717599211,2659.353782197826
KAT5,1.0745476,0.7844542059930483,0.17204301075268819,0.1411764705882353,chr11,65711996,65719604,0.981840717599211,5366.451223198444
PPP2R5C,0.9878398,0.4225228065583315,0.8473118279569892,0.8382352941176471,chr14,101761798,101927989,0.981840717599211,2890.4785196655457
SREK1,0.84111214,0.02335492569194039,0.5655913978494623,0.586764705882353,chr5,66139971,66183615,0.981840717599211,159.7710466585642
GNA12,0.8246287,0.2753525800723463,0.12473118279569892,0.1426470588235294,chr7,2728105,2844308,0.981840717599211,1883.687000274921
UQCRB,0.95154506,0.04492295880211408,0.989247311827957,0.9897058823529412,chr8,96222947,96235546,0.981840717599211,307.31796116526243
NADSYN1,0.84624565,0.3105646275415895,0.14193548387096774,0.1588235294117647,chr11,71453109,71524107,0.981840717599211,2124.572617012014
NDUFV3,0.9672834,0.36476267132349505,0.4946236559139785,0.5044117647058823,chr21,42879644,42913304,0.981840717599211,2495.3414345240294
KHDC4,1.0507606,0.8789859339953343,0.36774193548387096,0.3191176470588235,chr1,155913045,155934413,0.981840717599211,6013.142774462082
DUS3L,0.9856164,0.5715570047319921,0.11397849462365592,0.10735294117647058,chr19,5784832,5791225,0.981840717599211,3910.021469371558
RPS29,1.0148222,0.8759569080074059,1.0,1.0,chr14,49570984,49599164,0.981840717599211,5992.421207678663
NCBP2,1.055445,0.7877674214544172,0.43870967741935485,0.4117647058823529,chr3,196935402,196942594,0.981840717599211,5389.116930169668
GRSF1,1.0353174,0.6845680444917758,0.3827956989247312,0.36323529411764705,chr4,70815783,70839897,0.981840717599211,4683.129992368238
ZNF561,1.0260662,0.5938932538567329,0.11397849462365592,0.10441176470588236,chr19,9604680,9621236,0.981840717599211,4062.8237496339093
GRB2,1.0327575,0.8188467038901925,0.4731182795698925,0.4323529411764706,chr17,75318076,75405709,0.981840717599211,5601.730301312808
RRAGC,0.78422344,0.3043596807013883,0.10752688172043011,0.12352941176470589,chr1,38838198,38859772,0.981840717599211,2082.1245756781973
ANK3,1.1013236,0.7764899782784505,0.1913978494623656,0.16176470588235295,chr10,60026298,60733490,0.981840717599211,5311.96794140288
CAPN1,0.99956936,0.7461709343805252,0.3548387096774194,0.3191176470588235,chr11,65180566,65212006,0.981840717599211,5104.555362097172
SPNS1,1.3754716,0.8813858428476025,0.1913978494623656,0.15294117647058825,chr16,28974221,28984548,0.981840717599211,6029.560550920449
PPP1R8,0.83292407,0.36134878543195514,0.15483870967741936,0.16470588235294117,chr1,27830782,27851676,0.981840717599211,2471.987041140005
SYCP2L,1.2967948,0.8105079290427828,0.14623655913978495,0.1161764705882353,chr6,10886831,10979320,0.981840717599211,5544.684742581677
GPR180,0.9133128,0.3462602691685047,0.10967741935483871,0.12352941176470589,chr13,94601857,94634661,0.981840717599211,2368.766501381741
DPM1,1.0036494,0.6444294329550989,0.4774193548387097,0.4573529411764706,chr20,50934867,50959140,0.981840717599211,4408.541750845831
ETF1,1.0613102,0.8417544003926267,0.6516129032258065,0.5882352941176471,chr5,138506095,138543236,0.981840717599211,5758.441853085959
RCC1,0.8735165,0.2573980301270072,0.22580645161290322,0.2426470588235294,chr1,28505943,28539300,0.981840717599211,1760.859924098856
HSP90B1,0.958952,0.2909945672176927,0.9354838709677419,0.9544117647058824,chr12,103930107,103953931,0.981840717599211,1990.6938343362356
POLA2,0.8627458,0.3225482879540661,0.16129032258064516,0.17352941176470588,chr11,65261920,65305589,0.981840717599211,2206.552837893766
TXNDC12,0.9821449,0.4868257736831169,0.46236559139784944,0.45294117647058824,chr1,52020131,52055191,0.981840717599211,3330.375117766203
PXK,0.9925553,0.3850455810122512,0.13978494623655913,0.1514705882352941,chr3,58332880,58426127,0.981840717599211,2634.0968197048105
RALGAPB,0.8877424,0.5285431009879958,0.15913978494623657,0.1514705882352941,chr20,38472816,38578859,0.981840717599211,3615.7633538588793
CDC23,0.88636994,0.31627331171728756,0.210752688172043,0.22794117647058823,chr5,138187650,138213343,0.981840717599211,2163.625725457964
MED30,0.9255533,0.4310873970839168,0.26021505376344084,0.26029411764705884,chr8,117520713,117540262,0.981840717599211,2949.0688834510747
CUL5,0.94416815,0.3261803922404962,0.3870967741935484,0.4,chr11,108008898,108107761,0.981840717599211,2231.4000633172345
TES,1.195793,0.9990438755803543,0.6666666666666666,0.5691176470588235,chr7,116210506,116258783,0.999189934626492,6834.459152845204
DVL3,0.7595183,0.19199183336140796,0.15483870967741936,0.18088235294117647,chr3,184155377,184173614,0.981840717599211,1313.4161320253918
RPS21,0.99808365,0.4377116779661207,1.0,1.0,chr20,62387103,62388520,0.981840717599211,2994.385588966232
SMARCAD1,1.0553463,0.5868559652105734,0.26666666666666666,0.26323529411764707,chr4,94207611,94291292,0.981840717599211,4014.6816580055324
DCTN5,0.91262084,0.29562855200009897,0.3139784946236559,0.3264705882352941,chr16,23641466,23677472,0.981840717599211,2022.394924232677
TPST2,1.086841,0.8523678314204659,0.34408602150537637,0.3029411764705882,chr22,26521996,26596717,0.981840717599211,5831.048334747407
COMMD7,1.02556,0.6274827080828836,0.35913978494623655,0.35294117647058826,chr20,32702699,32743467,0.981840717599211,4292.609205995007
ATMIN,0.9726062,0.5844447296430582,0.13333333333333333,0.12352941176470589,chr16,81035842,81047350,0.981840717599211,3998.186395488161
EZR,0.97394633,0.646663912697836,0.5032258064516129,0.48823529411764705,chr6,158765741,158819368,0.981840717599211,4423.827826765896
AQR,1.0052555,0.7094731930482938,0.23440860215053763,0.21176470588235294,chr15,34851782,34969742,0.981840717599211,4853.506113643378
CLCN3,1.1010121,0.8356568817641917,0.4731182795698925,0.4485294117647059,chr4,169612633,169723673,0.981840717599211,5716.728728148835
LSM6,1.02984,0.597171812265859,0.5075268817204301,0.49264705882352944,chr4,146175703,146200000,0.981840717599211,4085.2523677107415
SLC25A33,0.9623782,0.5544600871188652,0.22365591397849463,0.2161764705882353,chr1,9539465,9585173,0.981840717599211,3793.0614559801566
RPLP0,1.0079236,0.8056385784213398,1.0,1.0,chr12,120196699,120201235,0.981840717599211,5511.373514980385
SH3BP2,1.0249902,0.6513532813520022,0.15053763440860216,0.1338235294117647,chr4,2793071,2841098,0.981840717599211,4455.907797729047
TM7SF3,0.72353727,0.04949122611151189,0.2086021505376344,0.26176470588235295,chr12,26971579,27014434,0.981840717599211,338.5694778288528
PSMC2,0.9647404,0.4169396272343576,0.5698924731182796,0.5735294117647058,chr7,103328570,103370346,0.981840717599211,2852.2839899102405
NLK,0.9465586,0.6000217829883367,0.22795698924731184,0.2161764705882353,chr17,28041737,28196381,0.981840717599211,4104.749017423212
RUVBL2,0.94488025,0.35063439606440155,0.632258064516129,0.6220588235294118,chr19,48993562,49015970,0.981840717599211,2398.689903476571
USP24,0.8372201,0.31766687342143707,0.25806451612903225,0.26029411764705884,chr1,55066359,55215364,0.981840717599211,2173.159081076051
PHF10,1.0451746,0.7890054482187537,0.3720430107526882,0.3426470588235294,chr6,169703902,169725566,0.981840717599211,5397.586271264494
ITGB1,0.99627936,0.5915271801949666,0.6408602150537634,0.6102941176470589,chr10,32887273,33005792,0.981840717599211,4046.637439713767
WDR3,0.9803158,0.5206812910209209,0.2086021505376344,0.20147058823529412,chr1,117929720,117966543,0.981840717599211,3561.9807118741196
KLHDC8B,1.1437261,0.6355450226097913,0.15483870967741936,0.1426470588235294,chr3,49171598,49176486,0.981840717599211,4347.763499673582
MYEOV,1.0300022,0.5256096443403665,0.2064516129032258,0.20294117647058824,chr11,69294151,69367726,0.981840717599211,3595.6955769324472
EIF3D,1.018305,0.6419521716414738,0.7333333333333333,0.6926470588235294,chr22,36510855,36529184,0.981840717599211,4391.594806199322
ADH5,0.9734333,0.4088616011842297,0.6774193548387096,0.6867647058823529,chr4,99070978,99088801,0.981840717599211,2797.022213701315
PHF20,1.1770177,0.9806238737482424,0.3741935483870968,0.3014705882352941,chr20,35771974,35950370,0.9947239546818983,6708.447920311726
SREBF1,0.9094932,0.17001465430237223,0.2172043010752688,0.25,chr17,17810399,17837002,0.981840717599211,1163.0702500825284
YTHDF2,1.0933592,0.8688906653864238,0.40860215053763443,0.3720588235294118,chr1,28736621,28769775,0.981840717599211,5944.081041908526
C8orf82,0.8773078,0.4099931102143644,0.10967741935483871,0.1161764705882353,chr8,144525733,144529132,0.981840717599211,2804.7628669764667
SPATA33,0.960267,0.5184334464271528,0.15483870967741936,0.15,chr16,89657740,89671272,0.981840717599211,3546.6032070081524
MAPKAPK3,1.110096,0.6251736406603591,0.12688172043010754,0.1161764705882353,chr3,50611520,50649291,0.981840717599211,4276.812875757517
TMEM11,1.0925049,0.5494573825520531,0.1827956989247312,0.18235294117647058,chr17,21197954,21214176,0.981840717599211,3758.8379540385954
MORC3,1.1011521,0.8092729357724084,0.210752688172043,0.17794117647058824,chr21,36320189,36386148,0.981840717599211,5536.2361536190465
DDX24,1.0616423,0.7601263670607679,0.4172043010752688,0.38382352941176473,chr14,94048287,94081212,0.981840717599211,5200.024477062713
PCOLCE,1.0100076,0.4635700484666614,0.10752688172043011,0.11176470588235295,chr7,100602363,100608175,0.981840717599211,3171.2827015604307
CAAP1,0.96896225,0.5437613414564377,0.16344086021505377,0.15735294117647058,chr9,26840685,26892803,0.981840717599211,3719.8713369034904
COX8A,0.992148,0.4807688605075737,0.9806451612903225,0.9764705882352941,chr11,63974620,63976543,0.981840717599211,3288.939774732312
TAX1BP1,0.96922714,0.4509028371215316,0.5956989247311828,0.5852941176470589,chr7,27739331,27844564,0.981840717599211,3084.6263087483976
BMP2K,1.0275973,0.7091613919639377,0.6881720430107527,0.6529411764705882,chr4,78776342,78916365,0.981840717599211,4851.373082425298
CALR,1.0049512,0.7235526894219956,0.810752688172043,0.7808823529411765,chr19,12938578,12944489,0.981840717599211,4949.823948335872
HRAS,1.2539543,0.9005778588801432,0.17419354838709677,0.1264705882352941,chr11,532242,537321,0.9831462862204687,6160.85313259906
YTHDF1,0.76937735,0.20694181691710894,0.14838709677419354,0.175,chr20,63195429,63216139,0.981840717599211,1415.6889695299424
CUL4B,0.98280495,0.6999253455857309,0.3053763440860215,0.2838235294117647,chrX,120505920,120604074,0.981840717599211,4788.189289151986
FTL,1.0020349,0.8767376409910566,1.0,1.0,chr19,48965309,48966879,0.981840717599211,5997.762202019818
UQCR10,1.0386518,0.8078838939814073,0.9182795698924732,0.8941176470588236,chr22,29767369,29770413,0.981840717599211,5526.733718726807
NDUFB2,1.017212,0.6412384209662263,0.9634408602150538,0.9411764705882353,chr7,140690777,140722790,0.981840717599211,4386.712037829954
GABPB1-IT1,0.8864907,0.2717189589386186,0.2064516129032258,0.22647058823529412,chr15,50348936,50354861,0.981840717599211,1858.8293980990898
NMRAL1,0.89856935,0.42173948469410955,0.1870967741935484,0.19117647058823528,chr16,4461691,4495763,0.981840717599211,2885.1198147924033
PTS,1.0162334,0.47660042763642585,0.3118279569892473,0.3191176470588235,chr11,112226367,112269955,0.981840717599211,3260.4235254607893
GPBP1,1.0479537,0.9125379280474264,0.6236559139784946,0.5735294117647058,chr5,57173948,57264679,0.9838169847232638,6242.671965772444
PPP2R1B,1.0093896,0.6542766846109026,0.1935483870967742,0.175,chr11,111726908,111766389,0.981840717599211,4475.906799423185
RANBP9,1.0160652,0.7800082166590567,0.44946236559139785,0.4147058823529412,chr6,13621498,13711835,0.981840717599211,5336.036210164607
TMEM181,0.7890654,0.12973963392495724,0.23010752688172043,0.26029411764705884,chr6,158536436,158635429,0.981840717599211,887.5488356806325
GABPB1,1.2099434,0.8644049811312919,0.22795698924731184,0.18676470588235294,chr15,50275389,50355408,0.981840717599211,5913.394475919168
NTHL1,1.1361371,0.8450070788428634,0.23440860215053763,0.19705882352941176,chr16,2039815,2047866,0.981840717599211,5780.693426364029
MAP4K4,1.2381653,0.9579538849424395,0.3053763440860215,0.2411764705882353,chr2,101696850,101894689,0.9897844021886767,6553.362526891228
VAT1,1.0248617,0.7310805854048579,0.4129032258064516,0.37941176470588234,chr17,43014607,43025123,0.981840717599211,5001.322284754633
TMEM9,0.7778208,0.005846165111629616,0.3956989247311828,0.4676470588235294,chr1,201134772,201171574,0.981840717599211,39.993615528658204
RPL27A,0.9796686,0.13118679698103075,1.0,1.0,chr11,8682788,8714759,0.981840717599211,897.4488781472313
RNF169,0.9250942,0.5615352361595092,0.2129032258064516,0.20294117647058824,chr11,74748849,74842413,0.981840717599211,3841.4625505672025
RAB8B,1.0810255,0.7624671517298965,0.17419354838709677,0.14852941176470588,chr15,63189560,63267776,0.981840717599211,5216.0377849842225
RPS13,0.973566,0.06613301628467196,1.0,1.0,chr11,17074388,17077715,0.981840717599211,452.41596440344085
EDC3,1.328215,0.8188227316390689,0.14193548387096774,0.11029411764705882,chr15,74630558,74696292,0.981840717599211,5601.566307142871
TTC3,1.0025147,0.6223415069324163,0.6279569892473118,0.5985294117647059,chr21,37073226,37203112,0.981840717599211,4257.43824892466
EML3,0.8724896,0.2685892459910806,0.13763440860215054,0.16029411764705884,chr11,62602218,62612775,0.981840717599211,1837.4190318249823
PRCC,0.96046865,0.6136320509301806,0.23440860215053763,0.2161764705882353,chr1,156750610,156800815,0.981840717599211,4197.856860413365
LINC00467,1.0448925,0.803326928936462,0.3849462365591398,0.3602941176470588,chr1,211382736,211435570,0.981840717599211,5495.559520854336
ATAD3A,1.1725157,0.897815336097451,0.24946236559139784,0.19852941176470587,chr1,1512162,1534685,0.9826975036207353,6141.954714242663
ELAVL1,1.0467243,0.8420180076674122,0.5505376344086022,0.5044117647058823,chr19,7958573,8005659,0.981840717599211,5760.245190452767
SCAF1,1.0019492,0.6270694777338235,0.17849462365591398,0.16323529411764706,chr19,49642209,49658642,0.981840717599211,4289.782297177087
FXR1,1.1397462,0.9947218737006795,0.6688172043010753,0.5970588235294118,chr3,180868141,180982753,0.9977848002912536,6804.892337986349
LAPTM4B,0.881465,0.009068870404742739,0.7096774193548387,0.7514705882352941,chr8,97775057,97853013,0.981840717599211,62.04014243884508
COPA,1.0172638,0.6646177952682046,0.6150537634408603,0.5970588235294118,chr1,160288594,160343273,0.981840717599211,4546.650337429788
NCAPD3,1.0226048,0.25118398269508707,0.2731182795698925,0.3029411764705882,chr11,134150113,134225454,0.981840717599211,1718.3496256170906
GEMIN7,1.0355741,0.6768965296725158,0.1978494623655914,0.18088235294117647,chr19,45079195,45091518,0.981840717599211,4630.649159489681
ANAPC4,0.96054,0.5377310745611553,0.16989247311827957,0.16323529411764706,chr4,25377263,25418498,0.981840717599211,3678.6182810728637
WDR77,1.3802843,0.9558043272411278,0.210752688172043,0.15294117647058825,chr1,111439890,111449256,0.989408843697604,6538.657402656556
CORO2A,1.0259223,0.6681918970773074,0.2537634408602151,0.23529411764705882,chr9,98120975,98192637,0.981840717599211,4571.10076790586
SNX13,0.8631518,0.2985576929007271,0.18064516129032257,0.19558823529411765,chr7,17790761,17940501,0.981840717599211,2042.433177133874
NECTIN2,1.0137328,0.676308259714133,0.3139784946236559,0.2926470588235294,chr19,44846175,44889223,0.981840717599211,4626.624804704384
UBE2A,0.9190859,0.30815928106834,0.3956989247311828,0.40588235294117647,chrX,119574536,119591083,0.981840717599211,2108.117641788514
C11orf54,0.957138,0.4131440347894266,0.24301075268817204,0.2485294117647059,chr11,93741591,93764749,0.981840717599211,2826.318341994467
LAMTOR4,1.0474827,0.8339389650711964,0.7827956989247312,0.7735294117647059,chr7,100148907,100155944,0.981840717599211,5704.976460052054
CD46,0.9252425,0.07586667618790872,0.6387096774193548,0.6558823529411765,chr1,207752054,207795513,0.981840717599211,519.0039318014835
DCAF8,0.85435146,0.21411081907926333,0.2,0.22058823529411764,chr1,160215715,160262549,0.981840717599211,1464.7321133212404
PPP3R1,1.0098728,0.6511513332366591,0.17849462365591398,0.16176470588235295,chr2,68178857,68256237,0.981840717599211,4454.526270671985
STX7,0.697049,0.07591866262292613,0.2021505376344086,0.2426470588235294,chr6,132445867,132513198,0.981840717599211,519.3595710034376
CCPG1,1.0675266,0.730870372064417,0.7440860215053764,0.7573529411764706,chr15,55340032,55408510,0.981840717599211,4999.884215292676
ANKRD28,1.0086861,0.5205362878686893,0.34838709677419355,0.35,chr3,15667236,15859771,0.981840717599211,3560.9887453097035
BANF1,0.98469394,0.5079852980266014,0.7569892473118279,0.725,chr11,66002228,66004149,0.981840717599211,3475.12742379998
SPRED1,0.8263505,0.3598161123809308,0.13978494623655913,0.14852941176470588,chr15,38252836,38357249,0.981840717599211,2461.502024797948
PRMT3,1.1703464,0.8830206184875917,0.22580645161290322,0.18235294117647058,chr11,20387558,20509338,0.981840717599211,6040.744051073615
CRTAP,0.8477591,0.21880823108917957,0.2946236559139785,0.3161764705882353,chr3,33114014,33147773,0.981840717599211,1496.8671088810775
EIF4B,0.9630586,0.1127098328576962,0.8559139784946237,0.8647058823529412,chr12,53006282,53042215,0.981840717599211,771.0479665794998
PREB,0.9943332,0.5960092219151515,0.24301075268817204,0.22647058823529412,chr2,27130756,27134666,0.981840717599211,4077.299087121551
ASAP1,1.0153419,0.624345414268978,0.17204301075268819,0.15588235294117647,chr8,130052104,130443674,0.981840717599211,4271.146979014079
FAM207A,1.109021,0.774391095636972,0.34623655913978496,0.3323529411764706,chr21,44940012,44976989,0.981840717599211,5297.609485252525
EID2B,0.97165865,0.415413343972287,0.14193548387096774,0.15,chr19,39530987,39532852,0.981840717599211,2841.8426861144153
TRIM56,1.2137456,0.9392424549127206,0.3118279569892473,0.26176470588235295,chr7,101085481,101097967,0.9872768264285571,6425.357634057922
TIMM22,0.79174334,0.3157230862085705,0.11397849462365592,0.12941176470588237,chr17,997129,1003671,0.981840717599211,2159.8616327528307
SLC25A21,0.708284,0.07638776188941425,0.16559139784946236,0.21029411764705883,chr14,36677921,37172606,0.981840717599211,522.5686790854829
SARAF,0.97780436,0.5106344156133379,0.5290322580645161,0.5176470588235295,chr8,30063003,30083208,0.981840717599211,3493.2500372108443
KRTCAP2,1.0314941,0.862373528224837,0.8709677419354839,0.8544117647058823,chr1,155169408,155173475,0.981840717599211,5899.49730658611
C21orf91,1.1259352,0.538706652709137,0.1053763440860215,0.10294117647058823,chr21,17788974,17819386,0.981840717599211,3685.2922111832063
EIF4A2,0.85176694,0.020922774438689375,0.7354838709677419,0.7397058823529412,chr3,186783205,186789897,0.981840717599211,143.13269993507402
ATP5PB,1.0122036,0.7236439984247364,0.9612903225806452,0.9220588235294118,chr1,111448864,111462773,0.981840717599211,4950.448593223621
ADCK2,1.089333,0.5886622494779109,0.12473118279569892,0.11764705882352941,chr7,140672945,140696261,0.981840717599211,4027.0384486783887
MPP6,0.9635168,0.5305702743998664,0.20430107526881722,0.19705882352941176,chr7,24573268,24694193,0.981840717599211,3629.631247169486
CCS,0.8823252,0.3767252262561864,0.2623655913978495,0.2661764705882353,chr11,66593153,66606019,0.981840717599211,2577.177272818571
MRPL22,0.89802307,0.09234815018226622,0.6344086021505376,0.6544117647058824,chr5,154941073,154969411,0.981840717599211,631.7536953968832
NEAT1,1.0526581,0.9394828893342038,0.9118279569892473,0.8985294117647059,chr11,65422774,65445540,0.9872768264285571,6427.002445935288
NUDT12,1.1369857,0.7513023031189376,0.1827956989247312,0.1588235294117647,chr5,103548855,103562790,0.981840717599211,5139.659055636653
SNX3,1.0353078,0.5935403239195574,0.7182795698924731,0.6926470588235294,chr6,108211222,108261246,0.981840717599211,4060.409355933692
STAMBP,0.7812481,0.21278710905239867,0.1827956989247312,0.2073529411764706,chr2,73828916,73873659,0.981840717599211,1455.6766130274593
NFATC2IP,0.92655504,0.3120117415897429,0.3419354838709677,0.35294117647058826,chr16,28950807,28967097,0.981840717599211,2134.472324215431
SUV39H2,1.3228679,0.9160283437479886,0.16989247311827957,0.12058823529411765,chr10,14878820,14904315,0.9838169847232638,6266.54989957999
SENP5,1.0144016,0.5873519927859102,0.2731182795698925,0.2661764705882353,chr3,196867856,196934714,0.981840717599211,4018.0749826484116
SMG5,1.1159772,0.749771608850706,0.17634408602150536,0.15294117647058825,chr1,156249224,156282825,0.981840717599211,5129.18757614768
KCTD20,0.9357355,0.4609320808370957,0.4344086021505376,0.43529411764705883,chr6,36442767,36491143,0.981840717599211,3153.2363650065718
POLE,0.72535443,0.028500620614239244,0.2086021505376344,0.2676470588235294,chr12,132623753,132687376,0.981840717599211,194.97274562201068
GLT8D1,0.8350472,0.21650553469093176,0.13978494623655913,0.1661764705882353,chr3,52694486,52706032,0.981840717599211,1481.1143628206642
VPS26C,1.0853968,0.6572912429299674,0.16559139784946236,0.14852941176470588,chr21,37223420,37267919,0.981840717599211,4496.529392883907
NSRP1,0.9481481,0.4405817605783392,0.47096774193548385,0.4588235294117647,chr17,30115521,30186475,0.981840717599211,3014.0198241164185
TBC1D22B,0.8544891,0.3891212940930201,0.13548387096774195,0.1426470588235294,chr6,37257772,37332970,0.981840717599211,2661.9787728903507
PROS1,0.9000475,0.45119104199230975,0.17204301075268819,0.175,chr3,93873051,93980003,0.981840717599211,3086.597918269391
TLK2,0.8861666,0.29937894753357686,0.1978494623655914,0.21323529411764705,chr17,62458658,62615481,0.981840717599211,2048.051380077199
SNF8,1.0862303,0.7435113023711873,0.4881720430107527,0.4661764705882353,chr17,48929316,48944842,0.981840717599211,5086.360819521293
CCDC28B,0.95659274,0.22577292073144423,0.2946236559139785,0.3220588235294118,chr1,32200595,32205453,0.981840717599211,1544.51255072381
CSK,1.1877261,0.8470362295966585,0.24086021505376345,0.20588235294117646,chr15,74782080,74803197,0.981840717599211,5794.574846670741
PPID,0.9921218,0.6567225860034624,0.46881720430107526,0.4485294117647059,chr4,158709127,158723396,0.981840717599211,4492.639210849687
TAF7,1.0278955,0.7870807353150775,0.45806451612903226,0.4161764705882353,chr5,141260225,141320784,0.981840717599211,5384.4193102904455
XRCC2,1.0070881,0.4695021113215772,0.24301075268817204,0.2411764705882353,chr7,152644776,152676141,0.981840717599211,3211.86394355091
